scrp_date,scrp_time,genre_en,genre_jp,rank,media_jp,title,link,date_original
2024-05-12,14:17,life,ライフ,1,ねとらぼ,9歳長女の連絡帳にサインしようと見てみたら……　こっそり書かれたママ宛てのメッセージに「ママ幸せだね」「胸がぎゅうってなった」と200万表示,https://news.yahoo.co.jp/articles/ca01cc27ffdb0a297640f7fa16dc5fe58f93990d,5/12(日) 7:00
2024-05-12,14:17,life,ライフ,2,よろず～ニュース,学生街で40年 学生に愛された大盛り定食屋が突然に無念の閉店 理由は原材料高ではなくて,https://news.yahoo.co.jp/articles/e72279c70b8a81fcd9e03b30228bd501a9e204ba,5/12(日) 11:50
2024-05-12,14:17,life,ライフ,3,ほ・とせなNEWS,結婚後、母から渡された“通帳”　その中身を見てみると「裕福な家庭ではなかったのに…」　母の愛に涙,https://news.yahoo.co.jp/articles/3d40ab3313f1ef56b8a682677304f27cab4dd67d,5/12(日) 12:30
2024-05-12,14:17,life,ライフ,4,ENCOUNT,3Dプリンターで印刷した階段に驚きの声　「半永久的なものに」企業オファーにわずか1時間で完成,https://news.yahoo.co.jp/articles/abae9ce71a3d9d00b17c4180c2bcb38010591b6c,5/12(日) 9:40
2024-05-12,14:17,life,ライフ,5,ファイナンシャルフィールド,うちの会社は「出張時の新幹線利用」が禁止です…東京から静岡への出張ですが、本当に経費削減になってますか？,https://news.yahoo.co.jp/articles/db248eb49a6a9bf49657fc2123ecd2b2715db7e9,5/12(日) 11:11
2024-05-12,14:17,life,ライフ,6,ファイナンシャルフィールド,注文したラーメンと一緒に持参した白米を食べていたら注意を受けました。注文はしているし、文句を言われる筋合いはないと思うのですが…。,https://news.yahoo.co.jp/articles/b9d6a4db477b599c7cfb1407f9370a5a4181ed17,5/11(土) 18:20
2024-05-12,14:17,life,ライフ,7,Medical DOC,「うつ病」の人に表れる特徴はご存じですか？ 原因・症状・治療法も医師が解説！,https://news.yahoo.co.jp/articles/f3a977dadb63cf29e920280223d39a0f519ac725,5/11(土) 19:30
2024-05-12,14:17,life,ライフ,8,FNNプライムオンライン,「子供は夜8時台に寝かせて」遅寝が不登校や発達障害のリスクに?睡眠不足が成長に与える影響を専門家に聞いた,https://news.yahoo.co.jp/articles/3441f740490dc8544bb189c03bfb3275b9bf14f7,5/12(日) 5:01
2024-05-12,14:17,life,ライフ,9,ねとらぼ,「900円は安過ぎる」　喫茶店でプリンアラモード購入→見本と違いすぎる“激盛り”に仰天　「逆写真詐欺」,https://news.yahoo.co.jp/articles/32ec18e3b703dd3ce008546034c97427fcafd6c0,5/12(日) 12:00
2024-05-12,14:17,life,ライフ,10,OCEANS,強化版「スーパートコジラミ」出現で被害増加中！蘇った“昭和の害虫”のヤバい正体,https://news.yahoo.co.jp/articles/62a1ee5276b3ed3e5d734e271b6d0938739563f9,5/11(土) 20:03
2024-05-12,14:17,life,ライフ,11,ほ・とせなNEWS,突然希少がんの宣告を受けた4歳の男の子　病気判明から退院までの苦悩を両親に聞いた,https://news.yahoo.co.jp/articles/c4c04fc17691abb013ea67b461979c453e37fdea,5/12(日) 11:30
2024-05-12,14:17,life,ライフ,12,ファイナンシャルフィールド,亡くなった母が私のために「500万円」を残してくれていました。このまま受け取ると贈与税はかかりますか？,https://news.yahoo.co.jp/articles/0f939ed98e6e333da4f774d17ec7098bfa749c8f,5/12(日) 11:30
2024-05-12,14:17,life,ライフ,13,Hint-Pot,ポーランド人が「おもしろいって有名」と大興奮　日本で楽しみにしていた意外な場所とは,https://news.yahoo.co.jp/articles/6b68ca2d648a35ef2066038b8f2c96adc3b64a79,5/12(日) 7:40
2024-05-12,14:17,life,ライフ,14,ファイナンシャルフィールド,上司から「新人は朝一で出社して、朝会の準備をするのが決まり」と言われました。「タダ働き」なので納得できないのですが、これって労働時間ですよね…？,https://news.yahoo.co.jp/articles/c96b1f23ca155021ed30ef1b5c15c7f9be46bf4f,5/12(日) 11:41
2024-05-12,14:17,life,ライフ,15,OTONA SALONE,56歳、無趣味だった私が「大型バイク」と出会い、新しい友人たちと私の新しい世界を作り始めるまで,https://news.yahoo.co.jp/articles/a7d3430c25bbccf02d8712a0fe1fe21d03483fce,5/11(土) 17:02
2024-05-12,14:17,life,ライフ,16,ねとらぼ,「JR九州とJR西日本の境目」が“意外なところ”にあると話題→各地の“境界線”が続々集結,https://news.yahoo.co.jp/articles/96a258ce67fe28a8e531dd0b2d5b6de913ea1f42,5/12(日) 12:15
2024-05-12,14:17,life,ライフ,17,ファイナンシャルフィールド,夫が癌と診断されました。「障害年金」が受け取れると聞いたのですが、本当ですか？,https://news.yahoo.co.jp/articles/972af552f820abc137b582e812a2f99ce2b87cea,5/12(日) 13:10
2024-05-12,14:17,life,ライフ,18,LIMO,【体験談】「2階リビングは無駄だった」「吹き抜けは暑くて寒い」注文住宅のリビングにまつわる後悔5選！住宅のプロが解説,https://news.yahoo.co.jp/articles/6f6a43ff0a4f2f739c780de620c125f962406fe8,5/12(日) 5:02
2024-05-12,14:17,life,ライフ,19,ファイナンシャルフィールド,年金「月5万円」だけで暮らす母。心配なので同居をすすめたら「そんな時代じゃないから」と断られました…,https://news.yahoo.co.jp/articles/50bdfb92646f7643116c4b90197b68a3a22a3cba,5/12(日) 13:40
