Scrape Time,Genre EN,Genre JP,Rank,Media,Title,Link,Date
2023_1206_1449,world,国際,14,時事通信,ガザ南部主要都市で戦闘　ハマス司令官の「半数殺害」　イスラエル,https://news.yahoo.co.jp/articles/982be6ddda15ed49bbb8a71941ba5046987a932b,12/6(水) 13:32
2023_1206_1449,world,国際,15,ロイター,ハマス、イスラエル奇襲時に女性暴行し体を切断＝バイデン大統領,https://news.yahoo.co.jp/articles/e934ff8a909d697d2514daaaac37f0512374eb4f,12/6(水) 7:45
2023_1206_1449,world,国際,16,CNN.co.jp,イスラエル、国連調整官のビザ取り消しを発表,https://news.yahoo.co.jp/articles/ebcb8f563aff6445437698705526e1e2a711cc7e,12/6(水) 11:40
2023_1206_1449,world,国際,17,ハフポスト日本版,テイラー・スウィフトの収益策が緻密すぎ。ファンからも「資本主義の女王」と批判されるその方法とは,https://news.yahoo.co.jp/articles/99f5df08a92f78d8e658909f6842c52b648fe6e8,12/6(水) 10:17
2023_1206_1449,world,国際,18,中央日報日本語版,「ビットコイン取引、韓国ウォンがドル上回る」　海外メディアが見た韓国の強力なコミュニティー,https://news.yahoo.co.jp/articles/8f824291f5783d93db58b067c5a3d865c84f988d,12/6(水) 13:50
2023_1206_1449,world,国際,19,The News Lens Japan,北の「新星女将軍」？ 金正恩氏後継は娘ジュエ氏か 称号で雰囲気作り,https://news.yahoo.co.jp/articles/0d7ef0f1d957e788581f0e975f04a6068a81b241,12/6(水) 11:50
2023_1206_1449,world,国際,20,中央日報日本語版,「男女問わず性的暴行したハマス…性犯罪暴露恐れ女性の解放拒否」,https://news.yahoo.co.jp/articles/c0759e710b6565858e7a724fc7cd425a789a0d24,12/5(火) 16:54
2023_1206_1449,world,国際,21,CGTN Japanese,中国でミカンの食べ過ぎによる高カリウム血症患者が増加,https://news.yahoo.co.jp/articles/f257c796310ee5fab8f0bfb0ae307a0bde4202b9,12/3(日) 17:18
2023_1206_1449,world,国際,22,KOREA WAVE,「そこは家か？」ソウル地下鉄の女子中学生、床に寝て化粧、自撮り遊び…ネット上で批判噴出,https://news.yahoo.co.jp/articles/e9f21274d730677880138127f34b41743e68fa4f,12/6(水) 4:03
2023_1206_1449,world,国際,23,BuzzFeed Japan,77歳女性、30万円の罰金を命じられる。機内で食べ忘れた「チキンサンドイッチ」を申告せず、豪,https://news.yahoo.co.jp/articles/02034dcd17347df2cb32c85d1acced90a2dca7ee,12/3(日) 12:10
2023_1206_1449,world,国際,24,NNA,【ベトナム】南北高速鉄道は時速350キロ　副首相指示、既存線も活用か,https://news.yahoo.co.jp/articles/61ec1bb5f65b514c2136f96a9717de27bdca55c5,12/6(水) 11:30
2023_1206_1449,world,国際,25,CNN.co.jp,ジュリア・ロバーツ、急逝の元恋人マシュー・ペリーについて沈黙破る,https://news.yahoo.co.jp/articles/f3de59147f524a63e0fd9d2743a75da3f7218d1e,12/6(水) 12:03
2023_1206_1449,world,国際,26,産経新聞,カナダは国の威信かけ周庭氏守る　上久保誠人・立命館大教授,https://news.yahoo.co.jp/articles/07749f34ba331a84ded66583b877bbc6185188d3,12/6(水) 11:23
2023_1206_1449,world,国際,27,ロイター,ロシア、ウクライナ東部アブデーフカへの攻撃継続,https://news.yahoo.co.jp/articles/11004a86e905173e0d1e92a46b14d68bc9f13244,12/6(水) 14:19
2023_1206_1449,world,国際,28,TBS NEWS DIG Powered by JNN,フィリピンで旅客バスが谷に転落　16人死亡、12人負傷,https://news.yahoo.co.jp/articles/fb4ed2c87717114113365c971bdf080edc719618,12/6(水) 14:00
2023_1206_1449,world,国際,29,ニッポン放送,周庭氏の亡命　「運動を続けずに逃げてしまった」という中国当局のシナリオ通りに,https://news.yahoo.co.jp/articles/10384547327a8459638ff9e8d91cabf7dcf951be,12/5(火) 17:30
2023_1206_1449,world,国際,30,毎日新聞,イスラエル軍、ハマス戦闘員の「水攻め」検討か　米紙報道,https://news.yahoo.co.jp/articles/680b136b8c03ec3271b4a84b927a00cb439362df,12/6(水) 12:11
2023_1206_1449,world,国際,31,BBC News,ハマスは「性暴力を戦争の武器にした」とイスラエル活動家　国連機関の対応の遅れも批判,https://news.yahoo.co.jp/articles/05d5f195e0c73ed7f53a3fd40e958261db63a33d,12/6(水) 12:06
2023_1206_1449,world,国際,32,ハフポスト日本版,米セレブ、生後1カ月まで子どものおむつを替えたことがないと告白。ネットに衝撃広がる,https://news.yahoo.co.jp/articles/fa65cc91edbabb6eb500e42060fbecec35a2b12f,12/6(水) 8:02
2023_1206_1449,world,国際,33,夕刊フジ,「さよなら、チャイナ」外資もヒトも去って行き…頼みの綱は台湾企業　政府は撤退呼びかけも残る４０兆円の投資,https://news.yahoo.co.jp/articles/34bc6e8fe43063192a209d2879a867fb36999ec7,12/2(土) 17:00
2023_1206_1449,world,国際,34,BBC News,イスラエル軍、ガザ南部ハンユニス中心部に到達と　「安全な避難場所ない」と支援機関,https://news.yahoo.co.jp/articles/f383d76443335902d7b03663c0533c710a0caab5,12/6(水) 13:08
2023_1206_1449,world,国際,35,ロイター,イスラエル、ガザ地下トンネルに海水注入を検討＝ＷＳＪ,https://news.yahoo.co.jp/articles/fca9884f0eb8d8e749d2c5aad7be5fbfa6ad0a0b,12/5(火) 10:50
2023_1206_1449,world,国際,36,産経新聞,書く書く鹿じか　「勝敗は覚悟で決まる」　外交に「喧嘩の流儀」を,https://news.yahoo.co.jp/articles/65b90c36eb3e5d55f0ba634af19f6866b69803f4,12/6(水) 13:13
2023_1206_1449,world,国際,37,ハンギョレ新聞,ウクライナ「領土放棄・ＮＡＴＯ加盟」条件に平和交渉に乗りだすか,https://news.yahoo.co.jp/articles/9b27e094a491b4af96b1424421349811123a6498,12/6(水) 9:09
2023_1206_1449,world,国際,38,中央日報日本語版,故金大中元大統領の息子「尹政権は第２の朝鮮総督府」…総選挙出馬宣言,https://news.yahoo.co.jp/articles/b9899c63d33d659b28793a6acb6863e350c7c937,12/6(水) 13:19
2023_1206_1449,world,国際,39,ロイター,トランプ氏、大統領再選でも「初日」以外は独裁者にならず,https://news.yahoo.co.jp/articles/3eeede9df8776717a236390011b895193e91a15c,12/6(水) 14:22
2023_1206_1449,world,国際,40,The News Lens Japan,中国〝謎の肺炎〟で「当局が事実を隠ぺい」と米誌…抗生物質効かずまん延、病院ひっ迫も,https://news.yahoo.co.jp/articles/d74490b11b7deeea57e09ac3b5768f7dadb5c854,12/4(月) 11:57
