Scrape Time,Genre EN,Genre JP,Rank,Media,Title,Link,Date
2023_1206_1512,local,地域,17,静岡放送（SBS）,清水警察署交通課長を逮捕　元交際相手に「命が続く限り、所定の行動をとる」100件以上脅迫メール送付やつきまとい行為か=静岡県警,https://news.yahoo.co.jp/articles/5377d88eedccd22623a1df43fdd89b3303715425,12/6(水) 13:57
2023_1206_1512,local,地域,18,OBS大分放送,オープン半年で経営破綻の複合施設「ネクストファーム」　運営会社が補助金3000万円返済せず　大分,https://news.yahoo.co.jp/articles/52c5591fb76935f9eb3f839d810b4c62550a998d,12/6(水) 11:44
2023_1206_1512,local,地域,19,とちぎテレビ,わざと標識に車をぶつけ4歳の孫を殺そうとした疑い　66歳の女を再逮捕,https://news.yahoo.co.jp/articles/8047488814e1e0a15855a4fb40a58a0aac769f4e,12/6(水) 11:24
2023_1206_1512,local,地域,20,茨城新聞クロスアイ,【速報】茨城・土浦の2000万円入り金庫盗難　容疑の男2人再逮捕　茨城県警,https://news.yahoo.co.jp/articles/de932d59031441ccc34fef9daaa9cb6992d5274a,12/6(水) 13:59
2023_1206_1512,local,地域,21,RCC中国放送,“世界最大級”コンテナ船　名称は「ONE INSPIRATION」大きさは“戦艦大和”の1.5倍  呉で建造  アジアとヨーロッパの物流結ぶ,https://news.yahoo.co.jp/articles/52fe7b09bda79d382159f647a6a907cd32de89ec,12/6(水) 11:57
2023_1206_1512,local,地域,22,あいテレビ,「電磁波攻撃をとめろ」と一方的に言いがかり 新居浜一家3人殺害事件 初公判 被告の男(56)が起訴内容を認めるも、心神喪失による無罪を主張,https://news.yahoo.co.jp/articles/4ce8f49a49858fd830df9622b4aedaedb061f4dd,12/6(水) 10:11
2023_1206_1512,local,地域,23,MBSニュース,【速報】青葉被告が法廷で『初めて謝罪』遺族から死刑望む意見については「やはり、その通りにそれで償うべき」と答えた　京アニ放火殺人事件裁判大詰め,https://news.yahoo.co.jp/articles/8ddec21b3e7d040a0104f323c2ec49966fba83c9,12/6(水) 13:56
2023_1206_1512,local,地域,24,九州朝日放送,工藤会系組員を逮捕　飲酒中に知人“引き倒し蹴る”,https://news.yahoo.co.jp/articles/6da8943a97eb3abba2b6ca21eb72bbae73bef089,12/6(水) 14:15
2023_1206_1512,local,地域,25,tvkニュース（テレビ神奈川）,酒に酔った客のカードから200万円引き出したか　女2人逮捕　横浜市,https://news.yahoo.co.jp/articles/b29b332a0298ae3d2b3d45d9b3d0c2cb777500a1,12/6(水) 13:54
2023_1206_1512,local,地域,26,南日本新聞,警報機の鳴る踏切…渡ろうとする小学1年の僕を突き飛ばし、身代わりになった女性　50回忌迎え「遺族にお礼を伝えたい」　福岡の男性,https://news.yahoo.co.jp/articles/1447d862548c5fd5f6d53d198a0f35cc6e57aacc,12/4(月) 17:33
2023_1206_1512,local,地域,27,北海道新聞,北海道・北見舞台のアニメ「どさこい」放映開始　1月9日未明　主題歌も決まる,https://news.yahoo.co.jp/articles/3214adf942ba3ad741a0cdf83bd58b19c12d593e,12/6(水) 14:00
2023_1206_1512,local,地域,28,STVニュース北海道,小樽港が“小樽おなら”？標識の英語表記に間違い 30年以上気づかず「申し訳なく恥ずかしい」,https://news.yahoo.co.jp/articles/7007e9c7376eab6db7458cb91e4f84b00bd42628,12/6(水) 13:49
2023_1206_1512,local,地域,29,九州朝日放送,下校中の小学生を壁に押し付け”暴行”男を逮捕,https://news.yahoo.co.jp/articles/9cc31c158cd74ee254c4197c561ea02826467e63,12/6(水) 14:15
2023_1206_1512,local,地域,30,テレビ静岡NEWS,清水署の交通課長を逮捕　元交際相手に100件超のメッセージ　2023年度だけで5人目の警官逮捕　静岡,https://news.yahoo.co.jp/articles/ded0138538f27192ea0757dfef7e2c420494cc36,12/6(水) 14:32
2023_1206_1512,local,地域,31,RCC中国放送,大きさは“戦艦大和” 1.5倍!呉で建造中 “世界最大級” 巨大コンテナ船に潜入!「スケールでかすぎ」新幹線のぞみ16両編成とほぼ同じ全長400m　船長室は“まるでホテル”,https://news.yahoo.co.jp/articles/0cac24d91271690c5ad0793dd936e2e0090d174e,12/5(火) 16:01
2023_1206_1512,local,地域,32,HTB北海道ニュース,「グラウンドに子グマがいる」小学校でクマ目撃　体長約８０ｃｍ　グラウンドには足跡　北海道・岩見沢市,https://news.yahoo.co.jp/articles/64e78b8c990dec76b75653d1bd5cb7f4e610ad5f,12/6(水) 11:59
2023_1206_1512,local,地域,33,ＫＲＹ山口放送,X（旧ツイッター）に愚痴や、上司を誹謗中傷する内容を投稿…下関市上下水道局の50代職員を減給処分,https://news.yahoo.co.jp/articles/988446208abbc0b2e8401de3de1b6cc664130870,12/6(水) 13:36
2023_1206_1512,local,地域,34,ＢＳＮ新潟放送,【速報】「爆発音がした」新潟市西区で火事　消火活動中,https://news.yahoo.co.jp/articles/4b6941d67987a639adcad4664bf16f767a320831,12/6(水) 14:21
2023_1206_1512,local,地域,35,RKB毎日放送,福岡市中心部の観光地「大濠公園」の池に“遺体”…60代くらいの男性か？警察が死亡原因を捜査,https://news.yahoo.co.jp/articles/c8e153b6bd0c3c039b3ecdb98a06a1966b2e659b,12/6(水) 9:18
2023_1206_1512,local,地域,36,静岡放送（SBS）,JR東海道線、人身事故のため富士駅～静岡駅間で上下運転見合わせ　運転再開は午後3時頃の見込み=JR東海,https://news.yahoo.co.jp/articles/6be264732fb85c927cc3f0f19d4d9a17df67fae3,12/6(水) 13:27
2023_1206_1512,local,地域,37,TeNYテレビ新潟,【速報】新潟市西区の住宅の倉庫で火事　消防車１０台が出動し消火中　,https://news.yahoo.co.jp/articles/bda1e63b9008ab2dba68ff849737ccdc0c4f6e66,12/6(水) 14:19
2023_1206_1512,local,地域,38,HBCニュース北海道,未明のススキノで警察官が不審な乗用車を発見　運転していた57歳の女から基準値の２倍超アルコール「酒は抜けていると思った」,https://news.yahoo.co.jp/articles/f7668b9d31662888213b2f0db8b1e545e3375ed6,12/6(水) 14:30
2023_1206_1512,local,地域,39,ＮＳＴ新潟総合テレビ,【速報】「建物から火が出ている」新潟市西区の作業小屋で火災発生「バンバンと音が…」,https://news.yahoo.co.jp/articles/63e66394369e6aa497193f3570685f1541fca569,12/6(水) 14:38
2023_1206_1512,local,地域,40,仙台放送,停泊中貨物船内　ブルドーザーにひかれ男性死亡…現場作業指揮者を書類送検〈宮城・石巻市〉,https://news.yahoo.co.jp/articles/cbbe1dfb5dc59ea7ff03e97d76d44d2960fa061c,12/6(水) 14:42
